('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         1282421 function calls (1258193 primitive calls) in 7.566 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        3    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
        7    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adapters.py:167(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        2    0.000    0.000    0.000    0.000 adapters.py:90(_urllib3_request_context)
        1    0.000    0.000    0.000    0.000 threading.py:873(Thread)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
        2    0.000    0.000    0.410    0.205 parser.py:104(feed)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.003    0.003 bz2.py:1(<module>)
       24    0.000    0.000    0.000    0.000 <frozen os>:777(check_str)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
        2    0.000    0.000    0.000    0.000 poolmanager.py:305(connection_from_context)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        2    0.000    0.000    0.000    0.000 socket.py:783(close)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        1    0.000    0.000    0.079    0.079 css.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        2    0.000    0.000    0.006    0.003 element.py:2715(find_all)
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       88    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
       21    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 functools.py:730(_compose_mro)
        7    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        1    0.000    0.000    0.002    0.002 fields.py:1(<module>)
       35    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
       16    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.018    0.018 css_parser.py:316(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        1    0.000    0.000    0.001    0.001 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:816(dispatch)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
       25    0.000    0.000    0.000    0.000 typing.py:494(__repr__)
        6    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        2    0.000    0.000    0.022    0.011 client.py:245(parse_headers)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        1    0.000    0.000    0.024    0.024 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        2    0.000    0.000    0.000    0.000 poolmanager.py:276(connection_from_host)
        1    0.000    0.000    0.003    0.003 core.py:21(where)
        4    0.000    0.000    0.001    0.000 feedparser.py:171(feed)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1466(__init__)
        2    0.000    0.000    0.000    0.000 client.py:1027(send)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       38    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        5    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
       18    0.000    0.000    0.000    0.000 util.py:19(to_str)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        6    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        2    0.000    0.000    0.000    0.000 client.py:463(read)
        2    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
       26    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       28    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       26    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.410    0.205 __init__.py:650(_feed)
        1    0.000    0.000    0.000    0.000 calendar.py:325(TextCalendar)
        2    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
       24    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        4    0.000    0.000    0.001    0.000 ssl.py:399(__new__)
       10    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
       18    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 response.py:256(get)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 typing.py:753(Literal)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:434(_is_dunder)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:694(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:529(_get_protocol_attrs)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        1    0.000    0.000    0.024    0.024 ssl.py:1312(do_handshake)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:509(urlunparse)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
       15    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        1    0.000    0.000    0.000    0.000 timeout.py:25(Timeout)
       58    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
        2    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
       25    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        2    0.000    0.000    0.000    0.000 adapters.py:546(request_url)
        1    0.000    0.000    0.000    0.000 ssl.py:541(minimum_version)
        1    0.000    0.000    0.002    0.002 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       15    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        3    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        2    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.000    0.000 inspect.py:3077(from_callable)
        2    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
       25    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        5    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x0000020172BAC2C0}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        2    0.000    0.000    0.000    0.000 typing_extensions.py:590(__new__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        1    0.000    0.000    0.000    0.000 sessions.py:750(merge_environment_settings)
        1    0.000    0.000    0.001    0.001 __init__.py:152(EntryPoint)
        4    0.000    0.000    0.000    0.000 warnings.py:184(_add_filter)
        6    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
        1    0.000    0.000    0.000    0.000 connection.py:320(close)
        1    0.000    0.000    0.000    0.000 sessions.py:356(Session)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        2    0.000    0.000    0.000    0.000 request.py:191(body_to_chunks)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        2    0.000    0.000    0.000    0.000 utils.py:539(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
       25    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       16    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        3    0.000    0.000    0.000    0.000 pathlib.py:358(__init__)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:294(handle_decl)
        1    0.000    0.000    0.003    0.003 _adapters.py:144(_reader)
        2    0.000    0.000    0.001    0.000 utils.py:826(get_environ_proxies)
       11    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        1    0.000    0.000    0.000    0.000 ssl.py:782(SSLObject)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        2    0.000    0.000    0.000    0.000 ssl.py:677(verify_mode)
        1    0.000    0.000    0.000    0.000 threading.py:884(__init__)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 csv.py:83(DictReader)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
       10    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
       24    0.000    0.000    0.000    0.000 financial.py:44(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:1441(__init__)
       42    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:443(__init__)
        4    0.000    0.000    0.000    0.000 warnings.py:168(simplefilter)
        2    0.000    0.000    0.000    0.000 response.py:685(_init_length)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2150(IPv6Interface)
        1    0.000    0.000    0.024    0.024 ssl_.py:390(ssl_wrap_socket)
        1    0.000    0.000    0.000    0.000 models.py:640(Response)
        6    0.000    0.000    0.000    0.000 element.py:524(get_text)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
       15    0.000    0.000    0.000    0.000 financial.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        1    0.000    0.000    0.000    0.000 css.py:44(CSS)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.006    0.006 element.py:2684(find)
        7    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        2    0.000    0.000    0.000    0.000 functools.py:902(wrapper)
        2    0.000    0.000    0.000    0.000 client.py:442(flush)
        3    0.000    0.000    0.000    0.000 url.py:100(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:273(EntryPoints)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:935(quote_from_bytes)
        2    0.000    0.000    0.000    0.000 request.py:2702(getproxies_registry)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 tempfile.py:860(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3870(TypeAliasType)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 connection.py:548(HTTPSConnection)
        2    0.000    0.000    0.000    0.000 utils.py:660(requote_uri)
        4    0.000    0.000    0.000    0.000 response.py:641(release_conn)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        3    0.000    0.000    0.015    0.005 __init__.py:73(import_module)
        1    0.000    0.000    0.000    0.000 threading.py:1045(_set_tstate_lock)
       44    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.001    0.001 utils.py:864(resolve_proxies)
        2    0.000    0.000    0.000    0.000 request.py:2751(getproxies)
        2    0.000    0.000    0.000    0.000 parse.py:859(quote)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
       16    0.000    0.000    0.000    0.000 typing.py:1584(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:566(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:134(FeedParser)
        2    0.000    0.000    0.000    0.000 models.py:85(path_url)
        1    0.000    0.000    0.000    0.000 readers.py:56(MultiplexedPath)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        3    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
        1    0.000    0.000    1.106    1.106 financial.py:16(fetch_page)
        6    0.000    0.000    0.000    0.000 connection.py:163(host)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        7    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 typing.py:2140(runtime_checkable)
       12    0.000    0.000    0.000    0.000 queue.py:251(_put)
        1    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        3    0.000    0.000    0.000    0.000 pathlib.py:1157(__init__)
        2    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        5    0.000    0.000    0.000    0.000 functools.py:839(_is_union_type)
        5    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        1    0.000    0.000    0.002    0.002 base64mime.py:1(<module>)
        4    0.000    0.000    0.000    0.000 message.py:150(__init__)
       20    0.000    0.000    0.000    0.000 connection.py:357(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:714(__init_subclass__)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
        2    0.000    0.000    0.000    0.000 response.py:450(_init_decoder)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 idna.py:308(getregentry)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:774(get_proxy)
        3    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        2    0.000    0.000    0.000    0.000 parser.py:96(reset)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       38    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
       12    0.000    0.000    0.000    0.000 client.py:1064(_output)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 request.py:830(HTTPPasswordMgr)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:772(_find_impl)
        1    0.000    0.000    0.000    0.000 response.py:118(__init__)
        1    0.000    0.000    0.001    0.001 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:23(MockRequest)
        1    0.000    0.000    0.115    0.115 element.py:2298(__repr__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        2    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
       14    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        2    0.000    0.000    0.000    0.000 response.py:1092(closed)
        1    0.000    0.000    0.000    0.000 utils.py:1018(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 models.py:313(PreparedRequest)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:606(__init__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:179(splitroot)
        3    0.000    0.000    0.000    0.000 typing.py:1636(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:360(ZipInfo)
        1    0.000    0.000    0.015    0.015 compat.py:18(_resolve_char_detection)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
       15    0.000    0.000    0.000    0.000 ssl.py:937(_sslcopydoc)
        4    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        8    0.000    0.000    0.000    0.000 utils.py:1045(_validate_header_part)
        1    0.000    0.000    0.000    0.000 utils.py:900(default_headers)
        1    0.000    0.000    0.000    0.000 element.py:1274(NavigableString)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
       28    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'winreg.PyHKEY' objects}
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:3025(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:1172(send)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 models.py:382(copy)
        3    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        5    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       14    0.000    0.000    0.000    0.000 typing.py:1569(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:58(check_compatibility)
        1    0.000    0.000    0.001    0.001 _text.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
        2    0.000    0.000    0.000    0.000 utils.py:514(_parse_content_type_header)
        2    0.000    0.000    0.000    0.000 client.py:1320(endheaders)
        1    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        1    0.000    0.000    0.000    0.000 wait.py:82(_have_working_poll)
        1    0.000    0.000    0.000    0.000 __init__.py:776(MetadataPathFinder)
        1    0.000    0.000    0.001    0.001 sessions.py:302(rebuild_proxies)
        1    0.000    0.000    0.000    0.000 fields.py:153(RequestField)
        1    0.000    0.000    0.000    0.000 __init__.py:742(Prepared)
        2    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
        3    0.000    0.000    0.015    0.005 <frozen importlib._bootstrap>:1375(_gcd_import)
        4    0.000    0.000    0.000    0.000 typing.py:1492(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 client.py:1013(close)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.003    0.003 _common.py:107(from_package)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        2    0.000    0.000    0.000    0.000 adapters.py:536(close)
        1    0.000    0.000    0.000    0.000 header.py:175(Header)
        9    0.000    0.000    0.000    0.000 element.py:657(_last_descendant)
        1    0.000    0.000    0.000    0.000 models.py:84(RequestEncodingMixin)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        4    0.000    0.000    0.000    0.000 _htmlparser.py:377(prepare_markup)
        1    0.000    0.000    0.000    0.000 threading.py:670(Barrier)
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        2    0.000    0.000    0.000    0.000 socket.py:501(close)
        2    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        2    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
        3    0.000    0.000    0.000    0.000 structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
        3    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        1    0.000    0.000    0.000    0.000 ssl.py:555(options)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:733(runtime_checkable)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:439(formatter_for_name)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        2    0.000    0.000    0.000    0.000 parse.py:520(urlunsplit)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
        6    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        5    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 inspect.py:754(unwrap)
        4    0.000    0.000    0.000    0.000 typing.py:1221(__instancecheck__)
        1    0.000    0.000    0.000    0.000 client.py:1493(UnknownProtocol)
        2    0.000    0.000    0.000    0.000 response.py:252(put)
        2    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        4    0.000    0.000    0.000    0.000 cookies.py:358(update)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:51(normcase)
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 weakref.py:585(__call__)
        2    0.000    0.000    0.000    0.000 client.py:947(_wrap_ipv6)
        1    0.000    0.000    0.024    0.024 ssl_.py:488(_ssl_wrap_socket_impl)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 csv.py:137(DictWriter)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        1    0.000    0.000    0.000    0.000 cookies.py:428(copy)
       27    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       16    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        4    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        1    0.000    0.000    0.000    0.000 response.py:143(flush)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        4    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
        1    0.000    0.000    0.000    0.000 parser.py:62(HTMLParser)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
       14    0.000    0.000    0.000    0.000 typing.py:1999(<genexpr>)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 wait.py:95(wait_for_socket)
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        2    0.000    0.000    0.000    0.000 response.py:807(_fp_read)
        2    0.000    0.000    0.000    0.000 models.py:610(prepare_cookies)
